"DeviceId","SystemName","OrganizationId","CollectedUtc","LocalGroup","MemberName","MemberType","PrincipalSource"
"4225","PSAUTOMATE2","54","9/14/2026 10:49:35 PM","Administrators","HARDDOLLAR\SVC.NinjaMation","User","ActiveDirectory"
"4225","PSAUTOMATE2","54","9/14/2026 10:49:35 PM","Administrators","PSAUTOMATE2\InEight","User","Local"
"429","CO1SWDOCCUST01","52","9/14/2026 10:48:58 PM","Administrators","CO1SWDOCCUST01\InEight","User","ADSI fallback - see LocalGroupResilientFallback in Errors"
"429","CO1SWDOCCUST01","52","9/14/2026 10:48:58 PM","Administrators","HARDDOLLAR\Domain Admins","Group","ADSI fallback - see LocalGroupResilientFallback in Errors"
"429","CO1SWDOCCUST01","52","9/14/2026 10:48:58 PM","Administrators","HARDDOLLAR\SG_LAD_CO1SWDOCCUST01","Group","ADSI fallback - see LocalGroupResilientFallback in Errors"
"429","CO1SWDOCCUST01","52","9/14/2026 10:48:58 PM","Administrators","S-1-5-21-3931559087-14600624-1992188608-27210","User","ADSI fallback - see LocalGroupResilientFallback in Errors"
"429","CO1SWDOCCUST01","52","9/14/2026 10:48:58 PM","Administrators","HARDDOLLAR\Service.Now","User","ADSI fallback - see LocalGroupResilientFallback in Errors"
"429","CO1SWDOCCUST01","52","9/14/2026 10:48:58 PM","Administrators","S-1-5-21-3931559087-14600624-1992188608-23171","User","ADSI fallback - see LocalGroupResilientFallback in Errors"
"4198","PSSYSADMIN1","54","9/14/2026 10:49:22 PM","Administrators","HARDDOLLAR\Domain Admins","Group","ActiveDirectory"
"4198","PSSYSADMIN1","54","9/14/2026 10:49:22 PM","Administrators","PSSYSADMIN1\InEight","User","Local"
"4226","PSAUTOMATE1","54","9/14/2026 10:49:36 PM","Administrators","HARDDOLLAR\Domain Admins","Group","ActiveDirectory"
"4226","PSAUTOMATE1","54","9/14/2026 10:49:36 PM","Administrators","PSAUTOMATE1\InEight","User","Local"
"4217","PSMIDTEST1","54","9/14/2026 10:49:31 PM","Administrators","HARDDOLLAR\Domain Admins","Group","ActiveDirectory"
"4217","PSMIDTEST1","54","9/14/2026 10:49:31 PM","Administrators","HARDDOLLAR\SVC.SNOWMID_test","User","ActiveDirectory"
"4217","PSMIDTEST1","54","9/14/2026 10:49:31 PM","Administrators","PSMIDTEST1\InEight","User","Local"
"4218","PSMIDDEV1","54","9/14/2026 10:49:33 PM","Administrators","HARDDOLLAR\Domain Admins","Group","ActiveDirectory"
"4218","PSMIDDEV1","54","9/14/2026 10:49:33 PM","Administrators","PSMIDDEV1\InEight","User","Local"
"4218","PSMIDDEV1","54","9/14/2026 10:49:33 PM","Remote Desktop Users","HARDDOLLAR\SVC.SNOWMID_dev","User","ActiveDirectory"
"4228","MSHVHOST2","54","9/14/2026 10:49:38 PM","Administrators","HARDDOLLAR\Domain Admins","Group","ActiveDirectory"
"4228","MSHVHOST2","54","9/14/2026 10:49:38 PM","Administrators","MSHVHOST2\InEight","User","Local"
"4341","ASSUPPORT2","48","9/14/2026 10:49:41 PM","Administrators","ASSupport2\InEight_WA","User","Local"
"4341","ASSUPPORT2","48","9/14/2026 10:49:41 PM","Administrators","HARDDOLLAR\Domain Admins","Group","ActiveDirectory"
"4341","ASSUPPORT2","48","9/14/2026 10:49:41 PM","Administrators","HARDDOLLAR\SG_LAD_ASSUPPORT2","Group","ActiveDirectory"
"4341","ASSUPPORT2","48","9/14/2026 10:49:41 PM","Remote Desktop Users","HARDDOLLAR\SG_LRA_ASSUPPORT2","Group","ActiveDirectory"
